article_slug,article_title,year,scenario,active_intervention,primary_stock_label,pressure_label,burden_label,outcome_label,demand_index,capacity_index,trust_index,institutional_memory_index,system_stock_index,burden_index,equity_gap_index,pressure_index,feedback_closure,resilience_index,risk_index,outcome_index,overshoot_pressure
systems-thinking-in-public-policy,Systems Thinking In Public Policy,17,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,72.6,62.443,42.953,62.209,0,58.609,22.299,56.603,0.7,42.266,45.03,37.211,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,18,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,74.4,63.619,42.956,63.475,0,59.103,21.635,57.388,0.7,42.776,45.281,37.733,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,19,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,76.2,64.784,42.972,64.731,0,59.608,20.974,58.195,0.7,43.283,45.543,38.251,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,20,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,78.0,65.939,43.002,65.975,0,60.126,20.314,59.024,0.7,43.787,45.817,38.766,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,21,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,79.8,67.084,43.045,67.207,0,60.657,19.657,59.874,0.7,44.287,46.103,39.276,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,22,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,81.6,68.216,43.099,68.427,0,61.203,19.002,60.748,0.7,44.783,46.402,39.781,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,23,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,83.4,69.337,43.164,69.635,0,61.765,18.349,61.645,0.7,45.274,46.714,40.28,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,24,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,85.2,70.444,43.239,70.83,0,62.344,17.698,62.566,0.7,45.76,47.04,40.773,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,25,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,87.0,71.536,43.322,72.013,0,62.941,17.05,63.511,0.7,46.239,47.381,41.259,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,26,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,88.8,72.614,43.412,73.181,0,63.559,16.404,64.483,0.7,46.711,47.737,41.737,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,27,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,90.6,73.676,43.508,74.336,0,64.197,15.761,65.48,0.7,47.175,48.109,42.206,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,28,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,92.4,74.721,43.61,75.477,0,64.858,15.12,66.505,0.7,47.631,48.498,42.666,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,29,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,94.2,75.748,43.714,76.603,0,65.544,14.482,67.557,0.7,48.078,48.905,43.115,6.516
systems-thinking-in-public-policy,Systems Thinking In Public Policy,30,Structural redesign,True,public trust and institutional capacity stock,administrative and political pressure,administrative burden,public value outcome,96.0,76.756,43.821,77.715,0,66.255,13.847,68.639,0.7,48.515,49.33,43.553,6.516
