article_slug,article_title,year,scenario,active_intervention,primary_stock_label,pressure_label,burden_label,outcome_label,demand_index,capacity_index,trust_index,institutional_memory_index,system_stock_index,burden_index,equity_gap_index,pressure_index,feedback_closure,resilience_index,risk_index,outcome_index,overshoot_pressure
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,2,Structural redesign,False,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,45.8,48.502,45.798,47.167,58.359,47.565,21.547,46.369,0.05,50.202,37.898,39.331,8.13
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,3,Structural redesign,False,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,47.7,47.57,44.216,46.513,49.971,49.603,21.746,47.392,0.05,47.432,39.084,36.883,8.388
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,4,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,49.6,48.892,44.343,47.931,44.148,49.804,21.045,47.803,0.7,46.786,38.902,39.953,5.823
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,5,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,51.5,50.216,44.501,49.344,38.15,49.996,20.345,48.228,0.7,46.109,39.054,39.602,5.997
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,6,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,53.4,51.544,44.69,50.751,31.972,50.18,19.646,48.664,0.7,45.399,39.212,39.227,6.178
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,7,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,55.3,52.875,44.911,52.153,25.605,50.358,18.947,49.113,0.7,44.656,39.376,38.829,6.367
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,8,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,57.2,54.209,45.164,53.549,19.042,50.529,18.249,49.575,0.7,43.877,39.547,38.404,6.563
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,9,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,59.1,55.545,45.449,54.94,12.275,50.694,17.552,50.047,0.7,43.06,39.724,37.953,6.767
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,10,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,61.0,56.884,45.766,56.324,5.296,50.854,16.855,50.532,0.7,42.203,39.909,37.472,6.979
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,11,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,62.9,58.224,46.114,57.703,0,51.008,16.159,51.028,0.7,41.723,40.067,37.285,7.2
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,12,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,64.8,59.567,46.495,59.075,0,51.158,15.464,51.535,0.7,42.415,40.128,38.006,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,13,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,66.7,60.911,46.907,60.442,0,51.304,14.769,52.053,0.7,43.114,40.172,38.733,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,14,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,68.6,62.256,47.352,61.803,0,51.447,14.075,52.582,0.7,43.82,40.218,39.467,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,15,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,70.5,63.603,47.828,63.157,0,51.586,13.381,53.122,0.7,44.532,40.267,40.208,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,16,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,72.4,64.95,48.337,64.505,0,51.723,12.688,53.673,0.7,45.25,40.318,40.955,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,17,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,74.3,66.298,48.877,65.846,0,51.858,11.996,54.234,0.7,45.974,40.373,41.709,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,18,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,76.2,67.647,49.449,67.181,0,51.991,11.304,54.807,0.7,46.704,40.431,42.469,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,19,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,78.1,68.995,50.053,68.51,0,52.123,10.612,55.389,0.7,47.44,40.491,43.234,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,20,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,80.0,70.344,50.689,69.831,0,52.255,9.921,55.982,0.7,48.182,40.555,44.006,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,21,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,81.9,71.692,51.356,71.146,0,52.386,9.231,56.586,0.7,48.929,40.623,44.783,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,22,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,83.8,73.039,52.055,72.454,0,52.518,8.541,57.2,0.7,49.681,40.694,45.565,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,23,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,85.7,74.385,52.785,73.755,0,52.65,7.851,57.825,0.7,50.439,40.769,46.353,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,24,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,87.6,75.73,53.546,75.049,0,52.784,7.162,58.46,0.7,51.201,40.847,47.145,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,25,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,89.5,77.073,54.338,76.335,0,52.92,6.474,59.106,0.7,51.968,40.93,47.943,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,26,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,91.4,78.415,55.16,77.614,0,53.058,5.786,59.763,0.7,52.74,41.016,48.744,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,27,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,93.3,79.754,56.013,78.886,0,53.199,5.099,60.431,0.7,53.516,41.108,49.551,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,28,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,95.2,81.09,56.896,80.149,0,53.343,4.413,61.109,0.7,54.296,41.203,50.361,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,29,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,97.1,82.424,57.809,81.405,0,53.491,3.727,61.799,0.7,55.08,41.304,51.174,7.37
feedback-loop-polarity-and-causal-signs,Feedback Loop Polarity And Causal Signs,30,Structural redesign,True,system stock and dynamic capacity,dynamic complexity pressure,model uncertainty and intervention burden,system performance outcome,99.0,83.754,58.751,82.654,0,53.644,3.041,62.5,0.7,55.868,41.41,51.992,7.37
